Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80,Feature81,Feature82,Feature83,Feature84,Feature85,Feature86,Feature87,Feature88,Feature89,Feature90,Feature91,Feature92,Feature93,Feature94,Feature95,Feature96,Feature97,Feature98,Feature99,Feature100,Feature101,Feature102,Feature103,Feature104,Feature105,Feature106,Feature107,Feature108,Feature109,Feature110,Feature111,Feature112,Feature113,Feature114,Feature115,Feature116,Feature117,Feature118,Feature119,Feature120,Feature121,Feature122,Feature123,Feature124,Feature125,Feature126,Feature127,Feature128,Feature129,Feature130,Feature131,Feature132,Feature133,Feature134,Feature135,Feature136,Feature137,Feature138,Feature139,Feature140,Feature141,Feature142,Feature143,Feature144,Feature145,Feature146,Feature147,Feature148,Feature149,Feature150,Feature151,Feature152,Feature153,Feature154,Feature155,Feature156,Feature157,Feature158,Feature159,Feature160,Feature161,Feature162,Feature163,Feature164,Feature165,Feature166,Feature167,Feature168,Feature169,Feature170,Feature171,Feature172,Feature173,Feature174,Feature175,Feature176,Feature177,Feature178,Feature179,Feature180,Feature181,Feature182,Feature183,Feature184,Feature185,Feature186,Feature187,Feature188,class
15.384615,2.564103,2.564103,0,12.820513,5.128205,0,10.25641,2.564103,10.25641,0,7.692308,0,0,0,5.128205,15.384615,7.692308,0,2.564103,12.820513,43.589744,43.589744,7.894737,18.421053,36.842105,23.076923,23.076923,28.205128,51.282051,97.435897,7.692308,30.769231,43.589744,64.102564,100,2.564103,17.948718,46.153846,71.794872,94.871795,46.153846,35.897436,17.948718,23.684211,15.789474,21.052632,12.820513,35.897436,58.974359,76.923077,100,2.564103,10.25641,33.333333,51.282051,92.307692,7.692308,7.692308,28.205128,71.794872,89.74359,46.153846,41.025641,12.820513,31.578947,18.421053,7.894737,2.564103,10.25641,46.153846,71.794872,94.871795,12.820513,35.897436,53.846154,74.358974,100,23.076923,23.076923,28.205128,51.282051,97.435897,43.589744,38.461538,17.948718,23.684211,15.789474,21.052632,12.820513,35.897436,53.846154,74.358974,100,2.564103,10.25641,33.333333,66.666667,94.871795,7.692308,7.692308,28.205128,71.794872,89.74359,2.564103,94.871795,2.564103,5.263158,0,5.263158,28.205128,0,0,0,28.205128,2.564103,23.076923,48.717949,71.794872,100,97.435897,0,0,0,97.435897,30.769231,25.641026,43.589744,21.052632,26.315789,23.684211,15.384615,38.461538,53.846154,74.358974,97.435897,12.820513,28.205128,43.589744,64.102564,100,2.564103,10.25641,33.333333,66.666667,92.307692,28.205128,51.282051,20.512821,31.578947,7.894737,28.947368,2.564103,10.25641,28.205128,53.846154,92.307692,5.128205,20.512821,48.717949,76.923077,100,23.076923,30.769231,58.974359,69.230769,97.435897,64.102564,12.820513,23.076923,21.052632,39.473684,5.263158,2.564103,20.512821,48.717949,74.358974,94.871795,23.076923,23.076923,28.205128,51.282051,97.435897,7.692308,12.820513,35.897436,58.974359,100,positive
4,4,12,6,6,8,2,6,6,2,6,2,2,2,10,4,2,8,0,8,38,30,32,12.244898,34.693878,10.204082,12,20,44,80,100,2,8,30,56,92,6,38,50,74,98,36,26,38,14.285714,32.653061,18.367347,2,10,40,58,92,6,34,48,80,98,16,26,56,76,100,40,20,40,14.285714,38.77551,12.244898,6,28,48,72,98,2,4,30,54,92,12,22,56,80,100,30,32,38,18.367347,24.489796,26.530612,2,8,40,58,92,6,24,48,80,98,16,26,56,76,100,16,66,18,20.408163,6.122449,26.530612,16,18,68,86,100,2,26,48,70,98,12,20,40,60,82,40,22,38,20.408163,36.734694,12.244898,2,16,44,66,100,10,18,54,82,94,6,26,46,70,98,38,34,28,20.408163,20.408163,28.571429,2,16,68,82,100,6,28,46,64,98,4,20,40,54,90,38,38,24,30.612245,12.244898,16.326531,2,8,42,58,98,12,20,44,80,100,24,28,56,72,92,positive
8,0,4,16,4,4,0,16,8,4,8,0,0,8,0,12,0,8,0,0,36,24,40,20.833333,25,25,16,20,36,68,100,4,4,44,52,72,8,28,56,80,92,28,52,20,33.333333,20.833333,20.833333,4,4,44,60,96,8,20,36,68,100,28,28,48,64,92,40,24,36,25,25,20.833333,8,28,56,80,92,4,4,44,52,72,16,20,36,68,100,28,52,20,33.333333,20.833333,20.833333,4,4,44,60,96,8,20,36,68,100,28,28,48,64,92,8,72,20,16.666667,0,29.166667,48,0,48,48,76,4,20,44,64,92,16,16,36,68,100,24,36,40,20.833333,20.833333,29.166667,12,12,24,44,96,4,16,48,68,100,8,28,56,80,92,52,28,20,29.166667,25,12.5,16,24,44,56,100,8,8,40,80,88,4,4,12,60,96,44,36,20,29.166667,20.833333,16.666667,8,12,44,64,88,16,20,36,68,100,4,4,28,60,92,positive
4.166667,0,4.166667,4.166667,0,8.333333,4.166667,4.166667,0,25,0,0,8.333333,12.5,8.333333,4.166667,8.333333,4.166667,0,0,29.166667,37.5,33.333333,34.782609,17.391304,8.695652,12.5,12.5,29.166667,66.666667,95.833333,16.666667,37.5,62.5,75,91.666667,4.166667,8.333333,41.666667,50,100,37.5,50,12.5,30.434783,13.043478,13.043478,20.833333,37.5,62.5,75,91.666667,4.166667,12.5,41.666667,54.166667,100,16.666667,0,16.666667,29.166667,79.166667,33.333333,33.333333,33.333333,8.695652,17.391304,26.086957,4.166667,8.333333,41.666667,50,100,37.5,58.333333,70.833333,83.333333,91.666667,12.5,16.666667,29.166667,66.666667,95.833333,29.166667,58.333333,12.5,21.73913,13.043478,13.043478,20.833333,20.833333,70.833333,83.333333,91.666667,4.166667,12.5,41.666667,54.166667,100,16.666667,0,16.666667,29.166667,79.166667,8.333333,83.333333,8.333333,17.391304,0,17.391304,29.166667,0,29.166667,29.166667,79.166667,4.166667,25,50,70.833333,100,20.833333,0,20.833333,20.833333,95.833333,41.666667,16.666667,41.666667,13.043478,21.73913,13.043478,12.5,16.666667,33.333333,70.833333,87.5,58.333333,58.333333,75,91.666667,95.833333,4.166667,8.333333,41.666667,50,100,58.333333,16.666667,25,26.086957,30.434783,4.347826,4.166667,12.5,33.333333,54.166667,95.833333,45.833333,45.833333,75,91.666667,100,20.833333,20.833333,58.333333,62.5,87.5,45.833333,29.166667,25,26.086957,17.391304,26.086957,4.166667,8.333333,45.833333,70.833333,100,12.5,12.5,29.166667,66.666667,95.833333,16.666667,16.666667,58.333333,62.5,91.666667,positive
4.255319,0,6.382979,10.638298,2.12766,6.382979,4.255319,10.638298,2.12766,12.765957,2.12766,4.255319,2.12766,2.12766,8.510638,6.382979,4.255319,4.255319,0,6.382979,34.042553,34.042553,31.914894,26.086957,21.73913,21.73913,12.765957,27.659574,61.702128,82.978723,97.87234,4.255319,21.276596,53.191489,68.085106,95.744681,2.12766,14.893617,36.170213,48.93617,100,29.787234,44.680851,25.531915,23.913043,19.565217,28.26087,4.255319,10.638298,53.191489,63.829787,93.617021,2.12766,23.404255,42.553191,80.851064,100,14.893617,21.276596,40.425532,68.085106,95.744681,38.297872,23.404255,38.297872,17.391304,34.782609,17.391304,2.12766,17.021277,42.553191,74.468085,100,4.255319,8.510638,51.06383,59.574468,93.617021,12.765957,25.531915,57.446809,72.340426,97.87234,27.659574,46.808511,25.531915,26.086957,17.391304,30.434783,4.255319,10.638298,51.06383,59.574468,93.617021,2.12766,23.404255,44.680851,80.851064,100,14.893617,21.276596,40.425532,68.085106,95.744681,10.638298,72.340426,17.021277,15.217391,6.521739,23.913043,19.148936,19.148936,27.659574,31.914894,85.106383,2.12766,17.021277,44.680851,74.468085,100,25.531915,46.808511,63.829787,72.340426,91.489362,36.170213,23.404255,40.425532,21.73913,39.130435,13.043478,4.255319,19.148936,40.425532,61.702128,97.87234,10.638298,25.531915,55.319149,85.106383,93.617021,2.12766,17.021277,42.553191,74.468085,100,46.808511,27.659574,25.531915,28.26087,30.434783,17.391304,6.382979,21.276596,48.93617,76.595745,100,2.12766,14.893617,34.042553,44.680851,95.744681,4.255319,46.808511,59.574468,72.340426,97.87234,40.425532,34.042553,25.531915,23.913043,15.217391,23.913043,2.12766,8.510638,36.170213,59.574468,100,12.765957,27.659574,61.702128,82.978723,97.87234,10.638298,29.787234,51.06383,68.085106,95.744681,positive
4.347826,6.521739,4.347826,19.565217,6.521739,4.347826,0,2.173913,6.521739,4.347826,2.173913,0,6.521739,2.173913,2.173913,13.043478,8.695652,2.173913,4.347826,0,34.782609,36.956522,28.26087,28.888889,13.333333,17.777778,2.173913,21.73913,52.173913,69.565217,97.826087,8.695652,34.782609,56.521739,80.434783,100,4.347826,13.043478,28.26087,39.130435,76.086957,47.826087,30.434783,21.73913,31.111111,20,8.888889,8.695652,28.26087,56.521739,80.434783,100,13.043478,21.73913,52.173913,63.043478,97.826087,2.173913,4.347826,32.608696,39.130435,89.130435,28.26087,36.956522,34.782609,17.777778,13.333333,28.888889,4.347826,13.043478,28.26087,39.130435,76.086957,8.695652,34.782609,56.521739,80.434783,100,2.173913,21.73913,52.173913,69.565217,97.826087,34.782609,43.478261,21.73913,26.666667,15.555556,13.333333,10.869565,34.782609,56.521739,86.956522,100,8.695652,26.086957,54.347826,67.391304,97.826087,2.173913,4.347826,32.608696,39.130435,89.130435,8.695652,67.391304,23.913043,13.333333,2.222222,28.888889,2.173913,2.173913,36.956522,47.826087,89.130435,4.347826,23.913043,43.478261,73.913043,100,17.391304,19.565217,52.173913,69.565217,97.826087,17.391304,54.347826,28.26087,15.555556,6.666667,33.333333,10.869565,17.391304,45.652174,63.043478,95.652174,2.173913,34.782609,56.521739,78.26087,100,4.347826,8.695652,26.086957,39.130435,80.434783,41.304348,30.434783,28.26087,31.111111,24.444444,13.333333,2.173913,21.73913,45.652174,63.043478,97.826087,4.347826,15.217391,34.782609,54.347826,91.304348,8.695652,17.391304,71.73913,84.782609,100,34.782609,34.782609,30.434783,17.777778,22.222222,24.444444,4.347826,23.913043,32.608696,54.347826,93.478261,2.173913,21.73913,52.173913,69.565217,97.826087,6.521739,15.217391,67.391304,80.434783,100,positive
5.263158,0,5.263158,0,5.263158,15.789474,0,15.789474,0,10.526316,0,0,0,0,0,10.526316,5.263158,10.526316,10.526316,5.263158,5.263158,42.105263,52.631579,5.555556,5.555556,50,89.473684,0,0,0,89.473684,21.052632,26.315789,42.105263,63.157895,94.736842,5.263158,10.526316,47.368421,73.684211,100,42.105263,36.842105,21.052632,44.444444,11.111111,11.111111,21.052632,26.315789,42.105263,63.157895,89.473684,10.526316,10.526316,31.578947,57.894737,84.210526,5.263158,5.263158,73.684211,94.736842,100,57.894737,36.842105,5.263158,44.444444,11.111111,0,5.263158,10.526316,47.368421,78.947368,100,21.052632,21.052632,36.842105,52.631579,68.421053,89.473684,0,0,0,89.473684,42.105263,36.842105,21.052632,44.444444,11.111111,11.111111,21.052632,26.315789,42.105263,63.157895,89.473684,10.526316,10.526316,31.578947,57.894737,84.210526,5.263158,5.263158,73.684211,94.736842,100,0,94.736842,5.263158,0,0,11.111111,0,0,0,0,0,5.263158,21.052632,47.368421,68.421053,100,89.473684,0,0,0,89.473684,26.315789,15.789474,57.894737,5.555556,38.888889,16.666667,42.105263,42.105263,52.631579,63.157895,89.473684,21.052632,0,21.052632,26.315789,36.842105,5.263158,10.526316,47.368421,78.947368,100,15.789474,52.631579,31.578947,33.333333,0,44.444444,10.526316,0,10.526316,52.631579,78.947368,5.263158,15.789474,47.368421,73.684211,100,21.052632,21.052632,42.105263,63.157895,89.473684,73.684211,5.263158,21.052632,5.555556,27.777778,5.555556,5.263158,15.789474,52.631579,68.421053,100,89.473684,0,0,0,89.473684,21.052632,21.052632,26.315789,36.842105,94.736842,positive
8.823529,0,11.764706,14.705882,5.882353,2.941176,0,2.941176,5.882353,11.764706,0,2.941176,2.941176,8.823529,11.764706,2.941176,0,5.882353,0,0,55.882353,17.647059,26.470588,18.181818,45.454545,9.090909,2.941176,20.588235,50,73.529412,94.117647,11.764706,11.764706,35.294118,52.941176,100,5.882353,14.705882,38.235294,58.823529,97.058824,29.411765,47.058824,23.529412,21.212121,12.121212,30.30303,11.764706,29.411765,52.941176,88.235294,100,2.941176,14.705882,44.117647,70.588235,97.058824,17.647059,26.470588,55.882353,67.647059,85.294118,26.470588,17.647059,55.882353,9.090909,45.454545,18.181818,5.882353,14.705882,38.235294,58.823529,97.058824,11.764706,11.764706,35.294118,52.941176,100,2.941176,20.588235,50,73.529412,94.117647,26.470588,50,23.529412,18.181818,12.121212,30.30303,11.764706,29.411765,35.294118,64.705882,94.117647,2.941176,14.705882,44.117647,70.588235,100,17.647059,26.470588,55.882353,67.647059,85.294118,17.647059,55.882353,26.470588,24.242424,12.121212,33.333333,17.647059,17.647059,55.882353,67.647059,85.294118,5.882353,14.705882,38.235294,70.588235,100,2.941176,20.588235,44.117647,64.705882,94.117647,47.058824,23.529412,29.411765,18.181818,30.30303,21.212121,8.823529,23.529412,52.941176,82.352941,94.117647,2.941176,20.588235,44.117647,67.647059,76.470588,5.882353,14.705882,47.058824,70.588235,100,61.764706,14.705882,23.529412,21.212121,18.181818,9.090909,2.941176,14.705882,41.176471,55.882353,97.058824,26.470588,26.470588,38.235294,58.823529,79.411765,29.411765,35.294118,64.705882,91.176471,100,38.235294,55.882353,5.882353,63.636364,9.090909,0,5.882353,14.705882,38.235294,58.823529,97.058824,2.941176,20.588235,50,73.529412,94.117647,35.294118,0,35.294118,35.294118,100,positive
22.916667,2.083333,6.25,4.166667,2.083333,6.25,2.083333,2.083333,10.416667,10.416667,4.166667,2.083333,2.083333,2.083333,2.083333,6.25,0,10.416667,0,2.083333,27.083333,41.666667,31.25,25.531915,14.893617,23.404255,2.083333,16.666667,35.416667,68.75,91.666667,4.166667,25,47.916667,70.833333,100,8.333333,14.583333,56.25,72.916667,93.75,45.833333,31.25,22.916667,21.276596,27.659574,17.021277,4.166667,22.916667,41.666667,70.833333,100,8.333333,12.5,56.25,68.75,93.75,2.083333,16.666667,43.75,83.333333,95.833333,33.333333,37.5,29.166667,21.276596,17.021277,27.659574,8.333333,31.25,60.416667,79.166667,95.833333,4.166667,22.916667,41.666667,58.333333,100,2.083333,16.666667,39.583333,68.75,91.666667,41.666667,35.416667,22.916667,17.021277,27.659574,17.021277,4.166667,22.916667,37.5,58.333333,100,8.333333,14.583333,60.416667,70.833333,93.75,2.083333,16.666667,43.75,83.333333,95.833333,12.5,77.083333,10.416667,21.276596,2.12766,19.148936,2.083333,2.083333,27.083333,39.583333,91.666667,4.166667,29.166667,52.083333,72.916667,100,10.416667,10.416667,18.75,35.416667,77.083333,43.75,22.916667,33.333333,27.659574,21.276596,17.021277,4.166667,25,41.666667,58.333333,100,2.083333,10.416667,27.083333,72.916667,97.916667,8.333333,31.25,60.416667,79.166667,95.833333,58.333333,18.75,22.916667,23.404255,25.531915,10.638298,2.083333,20.833333,41.666667,62.5,91.666667,12.5,31.25,60.416667,79.166667,95.833333,6.25,18.75,52.083333,77.083333,100,56.25,27.083333,16.666667,36.170213,25.531915,4.255319,4.166667,20.833333,45.833333,64.583333,100,2.083333,16.666667,35.416667,68.75,91.666667,22.916667,43.75,62.5,85.416667,97.916667,positive
0,0,0,6.25,6.25,0,6.25,6.25,6.25,6.25,0,6.25,6.25,6.25,6.25,6.25,18.75,6.25,0,6.25,31.25,43.75,25,26.666667,6.666667,20,25,25,68.75,75,100,6.25,6.25,31.25,62.5,93.75,18.75,18.75,37.5,43.75,50,31.25,37.5,31.25,20,26.666667,20,6.25,6.25,31.25,56.25,87.5,18.75,18.75,43.75,68.75,81.25,12.5,12.5,25,50,100,31.25,31.25,37.5,20,6.666667,26.666667,12.5,12.5,18.75,37.5,50,6.25,6.25,31.25,56.25,87.5,25,25,75,81.25,100,25,43.75,31.25,26.666667,20,26.666667,6.25,6.25,31.25,62.5,87.5,18.75,18.75,43.75,68.75,81.25,12.5,12.5,25,50,100,12.5,81.25,6.25,20,0,13.333333,25,0,25,25,100,6.25,18.75,43.75,62.5,93.75,75,0,0,0,75,25,37.5,37.5,33.333333,0,26.666667,68.75,68.75,81.25,93.75,100,6.25,6.25,31.25,62.5,87.5,12.5,12.5,37.5,43.75,56.25,37.5,43.75,18.75,26.666667,6.666667,26.666667,18.75,18.75,75,81.25,100,12.5,12.5,37.5,50,87.5,6.25,0,6.25,56.25,68.75,25,31.25,43.75,6.666667,20,26.666667,18.75,18.75,37.5,43.75,50,25,25,68.75,75,100,6.25,6.25,31.25,62.5,93.75,positive
15.384615,0,0,7.692308,7.692308,0,0,0,23.076923,0,0,15.384615,7.692308,0,7.692308,7.692308,7.692308,0,0,0,53.846154,38.461538,7.692308,41.666667,16.666667,0,7.692308,7.692308,30.769231,53.846154,76.923077,15.384615,15.384615,61.538462,84.615385,100,38.461538,0,0,0,38.461538,38.461538,23.076923,38.461538,25,16.666667,16.666667,15.384615,15.384615,61.538462,84.615385,100,7.692308,0,7.692308,53.846154,76.923077,23.076923,23.076923,30.769231,38.461538,69.230769,7.692308,38.461538,53.846154,0,16.666667,41.666667,38.461538,0,0,0,38.461538,15.384615,15.384615,61.538462,84.615385,100,7.692308,7.692308,30.769231,53.846154,76.923077,30.769231,30.769231,38.461538,16.666667,8.333333,25,15.384615,15.384615,84.615385,92.307692,100,7.692308,7.692308,53.846154,61.538462,76.923077,23.076923,23.076923,30.769231,38.461538,69.230769,30.769231,61.538462,7.692308,50,0,8.333333,23.076923,23.076923,30.769231,46.153846,69.230769,15.384615,38.461538,61.538462,84.615385,100,7.692308,0,0,0,7.692308,38.461538,46.153846,15.384615,16.666667,16.666667,16.666667,53.846154,53.846154,69.230769,76.923077,92.307692,7.692308,7.692308,23.076923,30.769231,100,38.461538,0,38.461538,38.461538,61.538462,53.846154,15.384615,30.769231,33.333333,41.666667,0,7.692308,7.692308,30.769231,69.230769,92.307692,15.384615,0,15.384615,15.384615,38.461538,53.846154,53.846154,61.538462,76.923077,100,23.076923,53.846154,23.076923,25,8.333333,33.333333,38.461538,0,38.461538,84.615385,92.307692,7.692308,7.692308,30.769231,53.846154,76.923077,15.384615,0,15.384615,61.538462,100,positive
6,8,0,6,2,8,0,2,0,12,10,4,6,0,6,10,6,12,0,2,16,38,46,14.285714,14.285714,38.77551,14,18,30,58,72,2,22,44,74,100,4,24,54,78,96,44,36,20,32.653061,16.326531,16.326531,2,16,38,68,100,6,18,54,66,94,20,22,62,78,96,48,36,16,36.734694,16.326531,12.244898,4,24,54,78,96,2,26,48,74,100,14,18,30,58,72,30,50,20,34.693878,10.204082,22.44898,2,26,44,82,100,4,16,42,60,94,20,22,62,78,96,6,88,6,10.204082,2.040816,10.204082,20,0,20,30,72,2,28,52,78,100,14,0,14,18,58,24,30,46,16.326531,22.44898,22.44898,2,26,40,68,90,4,14,28,58,100,6,32,56,78,96,40,32,28,24.489796,18.367347,20.408163,2,30,62,80,96,4,16,32,46,84,10,26,64,74,100,50,16,34,18.367347,32.653061,10.204082,2,24,44,68,94,14,18,30,58,72,10,28,62,86,100,positive
10,0,7.5,2.5,2.5,10,5,2.5,2.5,5,2.5,2.5,2.5,0,7.5,0,17.5,7.5,5,7.5,22.5,52.5,25,25.641026,5.128205,30.769231,5,27.5,32.5,65,90,2.5,22.5,47.5,62.5,100,7.5,10,45,75,97.5,47.5,20,32.5,17.948718,33.333333,12.820513,2.5,22.5,42.5,70,100,7.5,10,30,65,97.5,5,25,50,72.5,92.5,32.5,40,27.5,25.641026,10.25641,20.512821,7.5,12.5,45,75,97.5,2.5,22.5,52.5,70,100,5,25,32.5,65,90,45,22.5,32.5,20.512821,30.769231,15.384615,2.5,22.5,42.5,70,100,7.5,10,30,60,97.5,5,25,50,72.5,92.5,10,80,10,17.948718,2.564103,17.948718,5,5,50,67.5,80,2.5,22.5,47.5,75,100,27.5,27.5,32.5,65,90,42.5,22.5,35,23.076923,30.769231,10.25641,2.5,25,42.5,70,95,17.5,22.5,37.5,57.5,100,7.5,12.5,47.5,75,97.5,35,42.5,22.5,28.205128,12.820513,20.512821,5,40,65,75,87.5,7.5,15,37.5,57.5,100,2.5,20,30,42.5,95,42.5,22.5,35,15.384615,28.205128,15.384615,2.5,12.5,45,77.5,97.5,5,27.5,32.5,65,90,15,22.5,47.5,60,100,positive
3.125,0,6.25,3.125,12.5,12.5,0,9.375,6.25,3.125,0,6.25,0,6.25,3.125,9.375,0,3.125,9.375,6.25,31.25,31.25,37.5,16.129032,29.032258,22.580645,6.25,12.5,34.375,56.25,78.125,9.375,21.875,46.875,65.625,93.75,3.125,31.25,53.125,81.25,100,31.25,31.25,37.5,25.806452,19.354839,22.580645,9.375,28.125,62.5,71.875,93.75,6.25,12.5,43.75,75,100,3.125,21.875,37.5,56.25,84.375,43.75,25,31.25,19.354839,32.258065,12.903226,3.125,21.875,50,75,100,9.375,40.625,62.5,87.5,93.75,6.25,12.5,34.375,56.25,78.125,31.25,31.25,37.5,25.806452,19.354839,22.580645,9.375,28.125,62.5,71.875,93.75,6.25,12.5,43.75,75,100,3.125,21.875,37.5,56.25,84.375,9.375,81.25,9.375,19.354839,0,12.903226,37.5,0,37.5,56.25,78.125,3.125,18.75,46.875,75,100,28.125,0,28.125,68.75,71.875,37.5,18.75,43.75,16.129032,35.483871,16.129032,6.25,12.5,34.375,65.625,93.75,37.5,37.5,46.875,68.75,90.625,3.125,21.875,50,75,100,25,40.625,34.375,22.580645,12.903226,32.258065,6.25,9.375,37.5,68.75,100,3.125,21.875,43.75,59.375,96.875,12.5,15.625,46.875,71.875,93.75,53.125,31.25,15.625,38.709677,19.354839,6.451613,3.125,31.25,59.375,81.25,100,6.25,12.5,34.375,56.25,78.125,21.875,21.875,25,40.625,90.625,positive
16.666667,0,6.666667,10,3.333333,10,0,3.333333,3.333333,16.666667,0,0,3.333333,6.666667,3.333333,6.666667,3.333333,6.666667,0,0,30,40,30,27.586207,20.689655,24.137931,10,20,46.666667,63.333333,90,6.666667,33.333333,50,73.333333,100,3.333333,16.666667,26.666667,53.333333,93.333333,46.666667,43.333333,10,41.37931,10.344828,3.448276,6.666667,20,46.666667,70,100,3.333333,23.333333,40,63.333333,86.666667,10,0,10,90,93.333333,30,40,30,24.137931,20.689655,27.586207,3.333333,16.666667,26.666667,53.333333,93.333333,6.666667,33.333333,50,73.333333,100,10,20,46.666667,63.333333,90,43.333333,46.666667,10,41.37931,10.344828,3.448276,6.666667,20,43.333333,56.666667,100,3.333333,23.333333,53.333333,66.666667,86.666667,10,0,10,90,93.333333,6.666667,76.666667,16.666667,13.793103,0,27.586207,10,0,10,10,90,3.333333,23.333333,50,76.666667,100,20,20,30,46.666667,63.333333,43.333333,23.333333,33.333333,13.793103,31.034483,20.689655,10,20,46.666667,73.333333,100,6.666667,6.666667,36.666667,60,90,3.333333,16.666667,40,70,93.333333,56.666667,16.666667,26.666667,27.586207,37.931034,6.896552,3.333333,23.333333,50,66.666667,90,6.666667,6.666667,26.666667,40,93.333333,13.333333,20,46.666667,70,100,56.666667,30,13.333333,37.931034,17.241379,10.344828,3.333333,23.333333,43.333333,76.666667,100,10,20,46.666667,63.333333,90,6.666667,6.666667,36.666667,56.666667,70,positive
5,0,20,5,5,0,5,5,0,20,0,5,5,0,0,5,10,0,0,10,30,40,30,15.789474,21.052632,36.842105,5,5,70,75,95,10,25,35,50,90,20,20,55,65,100,45,35,20,31.578947,5.263158,26.315789,5,10,30,40,90,20,20,55,85,100,25,25,50,60,65,40,25,35,15.789474,31.578947,15.789474,20,25,55,65,100,10,10,30,35,90,5,5,50,75,95,40,40,20,42.105263,5.263158,26.315789,5,10,30,75,90,20,35,55,85,100,25,25,50,60,65,0,75,25,0,0,36.842105,0,0,0,0,0,10,25,45,65,100,5,5,15,75,95,35,20,45,0,26.315789,31.578947,5,5,15,70,80,30,30,40,90,95,20,25,45,60,100,35,30,35,26.315789,21.052632,15.789474,10,10,50,85,100,25,25,45,60,90,5,5,35,70,80,35,30,35,31.578947,36.842105,5.263158,10,10,45,65,100,5,5,70,75,95,25,25,35,50,90,positive
13.513514,0,10.810811,2.702703,0,5.405405,0,2.702703,2.702703,10.810811,2.702703,2.702703,8.108108,2.702703,2.702703,8.108108,10.810811,10.810811,0,2.702703,24.324324,48.648649,27.027027,22.222222,11.111111,27.777778,2.702703,18.918919,35.135135,62.162162,100,5.405405,24.324324,45.945946,67.567568,94.594595,13.513514,16.216216,51.351351,75.675676,91.891892,56.756757,32.432432,10.810811,33.333333,13.888889,8.333333,2.702703,24.324324,48.648649,67.567568,97.297297,13.513514,18.918919,51.351351,81.081081,100,21.621622,21.621622,35.135135,43.243243,75.675676,29.72973,45.945946,24.324324,27.777778,11.111111,22.222222,13.513514,16.216216,43.243243,75.675676,91.891892,5.405405,24.324324,45.945946,67.567568,94.594595,2.702703,18.918919,35.135135,62.162162,100,48.648649,40.540541,10.810811,36.111111,11.111111,11.111111,2.702703,10.810811,48.648649,67.567568,97.297297,13.513514,18.918919,51.351351,81.081081,100,21.621622,21.621622,35.135135,43.243243,75.675676,5.405405,81.081081,13.513514,11.111111,0,16.666667,21.621622,0,21.621622,21.621622,35.135135,5.405405,24.324324,48.648649,72.972973,94.594595,2.702703,2.702703,54.054054,62.162162,100,37.837838,24.324324,37.837838,13.888889,38.888889,5.555556,2.702703,18.918919,37.837838,62.162162,97.297297,8.108108,10.810811,35.135135,67.567568,100,13.513514,27.027027,51.351351,75.675676,91.891892,37.837838,27.027027,35.135135,13.888889,33.333333,19.444444,5.405405,21.621622,35.135135,75.675676,100,8.108108,10.810811,43.243243,67.567568,91.891892,2.702703,32.432432,54.054054,64.864865,97.297297,43.243243,24.324324,32.432432,22.222222,22.222222,11.111111,5.405405,24.324324,40.540541,78.378378,94.594595,2.702703,18.918919,35.135135,62.162162,100,8.108108,32.432432,56.756757,70.27027,83.783784,positive
